User_ID,Friend_ID,Category,Interaction_Type,Duration_Minutes,Mood_Before,Mood_After,Timestamp,Day_of_Week,Previous_Interaction_Gap,Preferred_Time_Slot,Availability_Window,Interaction_Frequency_Score,Social_Preference_Score,Urgency_Score,Best_Time_to_Meet
User_1,Family_1,Family,Call,109,3,2,2025-02-17 13:40:46,Monday,57,Afternoon,7AM-10AM,0.48,8,5,Afternoon
User_1,Friend_1,Friend,Call,106,8,7,2024-08-28 14:44:46,Wednesday,42,Night,9PM-12AM,0.3,5,4,Night
User_1,Family_8,Family,Family Meetup,11,1,2,2025-02-04 09:45:46,Tuesday,12,Afternoon,7AM-10AM,0.9,4,1,Afternoon
User_1,Work_15,Work,Work Meeting,44,7,8,2024-10-23 19:33:46,Wednesday,58,Morning,9PM-12AM,0.45,7,5,Morning
User_1,Family_15,Family,Call,70,10,10,2024-11-28 14:10:46,Thursday,49,Night,7AM-10AM,0.93,3,5,Evening
User_1,Work_8,Work,Email,7,7,9,2024-11-25 13:27:46,Monday,28,Afternoon,9PM-12AM,0.67,5,3,Afternoon
User_1,Work_16,Work,Email,6,1,3,2024-11-19 14:28:46,Tuesday,55,Afternoon,5PM-9PM,0.34,3,5,Afternoon
User_1,Work_8,Work,Work Meeting,87,6,6,2025-02-09 18:01:46,Sunday,55,Afternoon,5PM-9PM,0.3,10,5,Afternoon
User_1,Work_2,Work,Networking,105,1,2,2024-11-06 02:53:46,Wednesday,37,Afternoon,9PM-12AM,0.92,5,4,Afternoon
User_1,Work_8,Work,Email,9,3,4,2025-01-10 02:08:46,Friday,15,Night,5PM-9PM,0.93,7,2,Night
User_1,Friend_15,Friend,Call,95,5,7,2024-12-30 12:16:46,Monday,53,Afternoon,5PM-9PM,0.47,4,5,Afternoon
User_1,Family_2,Family,Text,4,2,3,2024-09-03 05:54:46,Tuesday,24,Night,7AM-10AM,0.97,6,2,Night
User_1,Friend_10,Friend,Gaming Session,43,8,10,2024-12-11 20:14:46,Wednesday,4,Evening,7AM-10AM,0.59,4,1,Evening
User_1,Work_10,Work,Work Meeting,24,8,7,2024-09-07 23:18:46,Saturday,33,Morning,5PM-9PM,0.62,5,3,Evening
User_1,Work_12,Work,Email,9,10,10,2025-02-13 16:33:46,Thursday,15,Evening,12PM-3PM,0.9,9,2,Evening
User_1,Friend_10,Friend,Gaming Session,111,8,9,2024-10-21 01:12:46,Monday,56,Night,12PM-3PM,0.64,3,5,Night
User_1,Family_1,Family,Family Meetup,110,5,7,2025-01-03 09:27:46,Friday,27,Evening,9PM-12AM,0.66,5,3,Evening
User_1,Work_4,Work,Work Meeting,94,1,2,2024-12-16 09:54:46,Monday,14,Morning,7AM-10AM,0.49,6,1,Morning
User_1,Friend_9,Friend,Gaming Session,58,4,6,2025-01-06 14:35:46,Monday,60,Night,12PM-3PM,0.53,3,5,Night
User_1,Work_16,Work,Networking,40,2,2,2024-11-03 17:15:46,Sunday,7,Night,5PM-9PM,0.93,2,1,Night
User_1,Work_11,Work,Email,1,10,10,2024-08-29 08:59:46,Thursday,9,Afternoon,12PM-3PM,0.67,4,1,Afternoon
User_1,Friend_2,Friend,Casual Hangout,93,6,7,2024-12-06 09:28:46,Friday,60,Afternoon,12PM-3PM,0.52,5,5,Afternoon
User_1,Family_7,Family,Call,41,7,8,2024-12-06 14:09:46,Friday,44,Evening,12PM-3PM,0.38,5,4,Evening
User_1,Friend_16,Friend,Casual Hangout,17,8,7,2024-11-21 23:19:46,Thursday,29,Morning,7AM-10AM,0.89,4,3,Morning
User_1,Work_11,Work,Work Meeting,36,7,8,2024-08-31 12:44:46,Saturday,38,Afternoon,12PM-3PM,0.37,1,4,Afternoon
User_1,Family_3,Family,Call,29,3,4,2024-09-23 04:22:46,Monday,25,Morning,5PM-9PM,0.17,5,2,Night
User_1,Friend_12,Friend,Call,95,6,5,2024-09-04 17:15:46,Wednesday,3,Evening,9PM-12AM,0.23,4,1,Evening
User_1,Work_4,Work,Work Meeting,56,9,8,2025-01-01 13:10:46,Wednesday,2,Afternoon,12PM-3PM,0.68,9,1,Afternoon
User_1,Friend_10,Friend,Gaming Session,60,6,6,2024-10-01 19:11:46,Tuesday,38,Morning,9PM-12AM,0.56,8,4,Morning
User_1,Family_16,Family,Family Meetup,53,7,6,2024-12-12 15:44:46,Thursday,5,Morning,5PM-9PM,0.2,9,1,Night
User_1,Friend_8,Friend,Call,21,7,6,2025-02-02 12:03:46,Sunday,40,Night,5PM-9PM,0.69,1,4,Night
User_1,Friend_8,Friend,Gaming Session,102,7,9,2024-11-21 16:50:46,Thursday,21,Evening,9PM-12AM,0.81,5,2,Evening
User_1,Work_16,Work,Email,5,1,1,2024-12-11 00:21:46,Wednesday,35,Morning,9PM-12AM,0.7,2,4,Night
User_1,Work_5,Work,Email,9,10,10,2025-01-02 01:47:46,Thursday,56,Night,9PM-12AM,0.95,2,5,Night
User_1,Friend_4,Friend,Text,4,3,2,2024-09-09 19:57:46,Monday,22,Morning,12PM-3PM,0.1,9,2,Morning
User_1,Family_6,Family,Video Call,78,9,9,2025-02-02 17:12:46,Sunday,53,Morning,12PM-3PM,0.97,3,5,Morning
User_1,Work_7,Work,Networking,50,1,1,2025-01-30 01:23:46,Thursday,60,Night,7AM-10AM,0.36,10,5,Evening
User_1,Friend_11,Friend,Text,10,1,3,2024-11-12 17:34:46,Tuesday,19,Morning,12PM-3PM,0.45,8,2,Afternoon
User_1,Work_12,Work,Work Meeting,62,5,7,2025-01-18 17:13:46,Saturday,38,Afternoon,7AM-10AM,0.2,3,4,Afternoon
User_1,Work_6,Work,Call,17,1,1,2025-01-21 21:46:46,Tuesday,41,Afternoon,9PM-12AM,0.37,2,4,Afternoon
User_1,Friend_2,Friend,Text,2,7,9,2024-10-28 13:23:46,Monday,36,Night,5PM-9PM,0.9,4,4,Night
User_1,Friend_7,Friend,Gaming Session,77,10,10,2024-09-20 12:21:46,Friday,2,Afternoon,9PM-12AM,0.75,6,1,Afternoon
User_1,Family_16,Family,Text,8,9,9,2024-11-09 08:59:46,Saturday,14,Evening,9PM-12AM,0.12,10,1,Evening
User_1,Friend_4,Friend,Call,81,4,5,2025-02-14 11:58:46,Friday,54,Night,7AM-10AM,0.75,5,5,Afternoon
User_1,Family_10,Family,Video Call,24,10,10,2024-12-17 00:33:46,Tuesday,43,Night,12PM-3PM,0.81,1,4,Night
User_1,Work_13,Work,Email,4,10,9,2025-01-12 00:45:46,Sunday,35,Afternoon,12PM-3PM,0.41,8,4,Afternoon
User_1,Family_13,Family,Text,5,3,4,2024-11-27 02:58:46,Wednesday,25,Afternoon,12PM-3PM,0.91,4,2,Afternoon
User_1,Friend_6,Friend,Casual Hangout,13,9,10,2025-02-22 10:46:46,Saturday,58,Night,5PM-9PM,0.67,8,5,Night
User_1,Friend_11,Friend,Text,7,3,3,2025-01-10 06:37:46,Friday,31,Evening,9PM-12AM,0.97,10,3,Morning
User_1,Family_11,Family,Family Meetup,47,4,5,2024-12-13 16:09:46,Friday,28,Afternoon,9PM-12AM,0.21,6,3,Morning
User_1,Family_4,Family,Call,79,6,5,2024-12-03 22:46:46,Tuesday,46,Morning,12PM-3PM,0.99,6,5,Evening
User_1,Work_5,Work,Email,3,1,3,2025-01-18 12:09:46,Saturday,44,Night,12PM-3PM,0.93,7,4,Night
User_1,Family_15,Family,Video Call,53,5,6,2025-02-03 02:44:46,Monday,20,Morning,7AM-10AM,0.46,8,2,Afternoon
User_1,Family_9,Family,Family Meetup,100,4,4,2024-09-09 14:14:46,Monday,8,Afternoon,5PM-9PM,0.67,10,1,Afternoon
User_1,Family_15,Family,Text,8,10,9,2025-01-13 13:36:46,Monday,2,Morning,7AM-10AM,0.5,2,1,Morning
User_1,Work_16,Work,Call,48,3,4,2025-01-29 21:23:46,Wednesday,41,Evening,7AM-10AM,0.16,10,4,Evening
User_1,Work_9,Work,Email,7,1,3,2024-12-09 02:35:46,Monday,38,Morning,5PM-9PM,0.9,7,4,Morning
User_1,Work_13,Work,Work Meeting,66,9,8,2025-02-02 03:27:46,Sunday,19,Night,5PM-9PM,0.98,6,2,Night
User_1,Family_11,Family,Text,10,3,4,2024-11-05 19:26:46,Tuesday,15,Night,5PM-9PM,0.87,2,2,Night
User_1,Work_10,Work,Email,4,4,3,2025-02-05 13:47:46,Wednesday,30,Morning,9PM-12AM,0.58,6,3,Morning
User_1,Work_4,Work,Work Meeting,23,5,6,2024-11-04 12:52:46,Monday,44,Morning,5PM-9PM,0.63,9,4,Morning
User_1,Friend_14,Friend,Call,55,1,1,2024-11-08 20:00:46,Friday,42,Evening,9PM-12AM,0.97,5,4,Evening
User_1,Work_8,Work,Call,98,9,9,2024-09-01 13:22:46,Sunday,4,Morning,9PM-12AM,0.12,2,1,Morning
User_1,Friend_5,Friend,Call,63,6,5,2024-11-22 12:40:46,Friday,7,Night,12PM-3PM,0.34,1,1,Night
User_1,Friend_1,Friend,Casual Hangout,118,1,2,2024-12-18 22:49:46,Wednesday,10,Evening,12PM-3PM,0.39,1,1,Evening
User_1,Family_16,Family,Call,93,2,3,2024-12-25 20:59:46,Wednesday,51,Morning,9PM-12AM,0.62,2,5,Morning
User_1,Work_7,Work,Call,23,3,3,2025-01-31 11:23:46,Friday,27,Night,12PM-3PM,0.55,2,3,Night
User_1,Family_5,Family,Video Call,64,1,1,2024-09-05 05:01:46,Thursday,10,Afternoon,5PM-9PM,0.73,9,1,Afternoon
User_1,Friend_14,Friend,Text,4,7,9,2025-01-19 06:13:46,Sunday,23,Afternoon,9PM-12AM,0.31,9,2,Afternoon
User_1,Friend_5,Friend,Casual Hangout,112,10,10,2024-10-06 13:28:46,Sunday,34,Afternoon,5PM-9PM,0.36,5,3,Afternoon
User_1,Family_13,Family,Family Meetup,34,6,5,2025-01-09 00:49:46,Thursday,11,Evening,7AM-10AM,0.72,4,1,Evening
User_1,Family_7,Family,Call,103,2,4,2024-10-12 06:28:46,Saturday,23,Morning,9PM-12AM,0.89,7,2,Afternoon
User_1,Friend_7,Friend,Call,12,4,6,2024-10-20 04:49:46,Sunday,12,Afternoon,5PM-9PM,0.81,5,1,Afternoon
User_1,Friend_16,Friend,Gaming Session,47,6,8,2024-09-08 17:46:46,Sunday,5,Morning,9PM-12AM,0.3,3,1,Morning
User_1,Friend_14,Friend,Gaming Session,17,2,1,2025-02-18 16:55:46,Tuesday,25,Morning,5PM-9PM,0.31,8,2,Morning
User_1,Work_5,Work,Networking,48,6,8,2024-09-15 23:07:46,Sunday,56,Night,9PM-12AM,0.5,10,5,Night
User_1,Friend_15,Friend,Casual Hangout,70,10,10,2025-01-30 18:48:46,Thursday,5,Evening,12PM-3PM,0.98,10,1,Evening
User_1,Friend_15,Friend,Gaming Session,103,6,8,2025-01-06 05:02:46,Monday,50,Morning,5PM-9PM,0.44,5,5,Morning
User_1,Friend_9,Friend,Gaming Session,43,3,3,2024-09-03 21:39:46,Tuesday,28,Evening,12PM-3PM,0.72,6,3,Evening
User_1,Friend_6,Friend,Casual Hangout,47,6,7,2024-12-25 16:09:46,Wednesday,27,Evening,12PM-3PM,0.83,3,3,Evening
User_1,Friend_13,Friend,Call,88,9,8,2024-11-14 15:26:46,Thursday,36,Afternoon,9PM-12AM,0.7,5,4,Night
User_1,Friend_8,Friend,Casual Hangout,68,2,4,2025-01-12 10:29:46,Sunday,50,Morning,5PM-9PM,0.32,1,5,Morning
User_1,Work_3,Work,Networking,58,10,10,2024-11-13 01:31:46,Wednesday,23,Night,5PM-9PM,0.62,6,2,Night
User_1,Friend_2,Friend,Call,83,3,4,2024-11-06 13:42:46,Wednesday,51,Night,12PM-3PM,0.19,9,5,Night
User_1,Friend_15,Friend,Call,62,9,8,2024-10-23 21:51:46,Wednesday,15,Afternoon,5PM-9PM,0.11,10,2,Night
User_1,Friend_6,Friend,Casual Hangout,95,7,7,2024-10-01 12:39:46,Tuesday,38,Morning,9PM-12AM,0.75,8,4,Morning
User_1,Work_5,Work,Work Meeting,102,3,3,2025-01-14 00:18:46,Tuesday,37,Night,9PM-12AM,0.75,1,4,Night
User_1,Work_4,Work,Call,55,3,5,2025-01-26 16:53:46,Sunday,47,Afternoon,12PM-3PM,0.39,2,5,Afternoon
User_1,Work_16,Work,Email,7,5,5,2024-12-05 13:52:46,Thursday,20,Afternoon,9PM-12AM,0.66,2,2,Morning
User_1,Friend_14,Friend,Text,3,5,4,2024-10-10 12:34:46,Thursday,60,Night,9PM-12AM,0.27,6,5,Night
User_1,Work_2,Work,Work Meeting,61,5,4,2025-02-22 01:03:46,Saturday,60,Afternoon,5PM-9PM,0.88,4,5,Afternoon
User_1,Work_2,Work,Email,9,2,4,2024-08-31 12:55:46,Saturday,18,Afternoon,9PM-12AM,0.44,1,2,Afternoon
User_1,Work_13,Work,Call,13,6,5,2024-11-25 13:18:46,Monday,10,Night,5PM-9PM,0.83,8,1,Night
User_1,Friend_9,Friend,Casual Hangout,35,9,10,2024-09-16 07:26:46,Monday,50,Morning,9PM-12AM,0.36,1,5,Morning
User_1,Work_4,Work,Networking,96,5,6,2025-01-28 04:25:46,Tuesday,11,Night,5PM-9PM,0.73,5,1,Night
User_1,Friend_14,Friend,Call,64,8,7,2024-10-08 13:24:46,Tuesday,58,Night,9PM-12AM,0.52,7,5,Evening
User_1,Work_8,Work,Call,78,4,3,2024-09-30 02:52:46,Monday,45,Afternoon,5PM-9PM,0.91,3,4,Night
User_1,Family_14,Family,Text,4,3,5,2024-12-12 23:25:46,Thursday,42,Evening,5PM-9PM,0.55,4,4,Afternoon
User_1,Friend_7,Friend,Casual Hangout,66,8,10,2025-01-27 13:41:46,Monday,13,Night,7AM-10AM,0.15,9,1,Night
User_1,Work_12,Work,Work Meeting,32,5,6,2024-10-11 01:43:46,Friday,52,Night,5PM-9PM,0.63,7,5,Night
User_1,Work_14,Work,Networking,51,2,2,2024-09-10 04:29:46,Tuesday,21,Afternoon,12PM-3PM,0.59,9,2,Morning
User_1,Friend_11,Friend,Casual Hangout,54,2,4,2024-12-25 21:52:46,Wednesday,36,Morning,5PM-9PM,0.96,3,4,Morning
User_1,Work_12,Work,Networking,92,1,3,2024-11-10 16:53:46,Sunday,39,Night,12PM-3PM,0.88,6,4,Night
User_1,Work_2,Work,Work Meeting,109,4,3,2025-01-23 03:19:46,Thursday,21,Afternoon,9PM-12AM,0.95,10,2,Afternoon
User_1,Work_14,Work,Call,39,6,8,2025-01-10 14:27:46,Friday,30,Morning,9PM-12AM,0.47,2,3,Morning
User_1,Family_7,Family,Text,10,6,7,2024-11-26 21:40:46,Tuesday,3,Evening,7AM-10AM,0.9,3,1,Evening
User_1,Friend_3,Friend,Casual Hangout,34,6,7,2024-12-03 14:01:46,Tuesday,7,Morning,7AM-10AM,0.3,10,1,Morning
User_1,Family_3,Family,Video Call,25,5,4,2024-11-10 22:50:46,Sunday,3,Evening,5PM-9PM,0.86,2,1,Night
User_1,Friend_13,Friend,Casual Hangout,103,5,6,2025-02-15 04:33:46,Saturday,38,Afternoon,9PM-12AM,0.11,1,4,Night
User_1,Family_11,Family,Family Meetup,48,4,4,2024-09-02 04:27:46,Monday,59,Evening,5PM-9PM,0.36,5,5,Evening
User_1,Friend_16,Friend,Call,86,4,3,2025-01-07 12:31:46,Tuesday,50,Morning,9PM-12AM,0.78,8,5,Morning
User_1,Friend_14,Friend,Text,2,5,5,2025-01-08 12:37:46,Wednesday,36,Morning,5PM-9PM,0.66,2,4,Morning
User_1,Work_16,Work,Networking,32,7,9,2024-12-31 10:10:46,Tuesday,53,Evening,5PM-9PM,0.92,6,5,Night
User_1,Work_14,Work,Email,8,5,6,2024-10-17 23:15:46,Thursday,9,Evening,12PM-3PM,0.35,9,1,Evening
User_1,Family_1,Family,Text,9,4,5,2024-10-21 23:33:46,Monday,45,Morning,7AM-10AM,0.48,4,4,Morning
User_1,Friend_7,Friend,Text,10,5,6,2024-12-27 20:47:46,Friday,2,Night,7AM-10AM,0.24,4,1,Night
User_1,Friend_16,Friend,Gaming Session,69,4,3,2024-11-09 08:12:46,Saturday,35,Morning,9PM-12AM,0.16,4,4,Morning
User_1,Work_6,Work,Call,102,4,3,2024-12-29 11:01:46,Sunday,29,Afternoon,12PM-3PM,0.39,9,3,Afternoon
User_1,Work_15,Work,Email,5,8,7,2025-01-23 00:09:46,Thursday,37,Afternoon,5PM-9PM,0.51,7,4,Afternoon
User_1,Friend_12,Friend,Gaming Session,59,6,5,2025-01-22 00:52:46,Wednesday,9,Night,12PM-3PM,0.2,2,1,Night
User_1,Family_10,Family,Video Call,33,10,10,2025-01-21 11:29:46,Tuesday,30,Morning,7AM-10AM,0.25,10,3,Morning
User_1,Work_4,Work,Call,77,9,10,2024-12-02 00:36:46,Monday,43,Morning,12PM-3PM,0.54,3,4,Morning
User_1,Friend_16,Friend,Call,67,3,5,2024-12-31 06:48:46,Tuesday,35,Morning,12PM-3PM,0.25,2,4,Morning
User_1,Work_11,Work,Call,77,7,6,2024-10-05 19:13:46,Saturday,16,Night,9PM-12AM,0.7,2,2,Morning
User_1,Family_1,Family,Call,7,6,8,2025-01-06 17:24:46,Monday,49,Night,9PM-12AM,0.78,8,5,Evening
User_1,Work_15,Work,Work Meeting,17,7,8,2024-12-19 12:24:46,Thursday,60,Evening,12PM-3PM,0.88,2,5,Evening
User_1,Family_14,Family,Text,3,4,3,2024-09-13 17:23:46,Friday,49,Afternoon,5PM-9PM,0.13,9,5,Night
User_1,Work_1,Work,Call,74,10,10,2024-09-14 01:13:46,Saturday,50,Afternoon,5PM-9PM,0.62,4,5,Afternoon
User_1,Work_7,Work,Work Meeting,35,8,8,2025-01-22 00:35:46,Wednesday,47,Morning,12PM-3PM,0.33,5,5,Afternoon
User_1,Work_8,Work,Call,100,5,7,2024-12-28 08:01:46,Saturday,21,Morning,5PM-9PM,0.38,8,2,Morning
User_1,Friend_14,Friend,Gaming Session,11,3,2,2024-11-28 09:39:46,Thursday,8,Evening,5PM-9PM,0.56,6,1,Evening
User_1,Family_3,Family,Text,4,3,3,2025-01-29 02:05:46,Wednesday,25,Night,5PM-9PM,0.11,10,2,Afternoon
User_1,Work_13,Work,Email,7,8,8,2025-01-31 20:53:46,Friday,35,Night,7AM-10AM,0.37,8,4,Night
User_1,Work_10,Work,Networking,109,4,5,2024-10-03 18:16:46,Thursday,53,Morning,7AM-10AM,0.71,1,5,Morning
User_1,Friend_3,Friend,Call,32,6,6,2024-09-06 22:58:46,Friday,56,Morning,5PM-9PM,0.66,1,5,Evening
User_1,Friend_15,Friend,Text,9,2,3,2024-11-07 08:30:46,Thursday,54,Afternoon,7AM-10AM,0.88,9,5,Afternoon
User_1,Family_16,Family,Text,1,3,4,2024-10-21 11:32:46,Monday,19,Afternoon,7AM-10AM,0.66,1,2,Evening
User_1,Work_13,Work,Networking,58,5,6,2024-11-01 14:45:46,Friday,41,Afternoon,9PM-12AM,0.12,5,4,Evening
User_1,Friend_6,Friend,Gaming Session,74,4,5,2024-12-18 03:06:46,Wednesday,29,Evening,12PM-3PM,0.43,1,3,Morning
User_1,Work_9,Work,Work Meeting,98,10,10,2024-09-10 12:31:46,Tuesday,29,Afternoon,9PM-12AM,0.89,10,3,Afternoon
User_1,Family_8,Family,Family Meetup,57,1,1,2025-01-19 01:25:46,Sunday,3,Morning,5PM-9PM,0.76,4,1,Morning
User_1,Friend_1,Friend,Casual Hangout,113,3,4,2024-11-26 20:07:46,Tuesday,9,Morning,5PM-9PM,0.74,7,1,Morning
User_1,Family_12,Family,Text,8,9,10,2024-09-08 02:35:46,Sunday,44,Morning,5PM-9PM,0.78,4,4,Morning
User_1,Friend_9,Friend,Text,9,10,10,2025-01-27 14:28:46,Monday,14,Morning,12PM-3PM,0.48,6,1,Morning
User_1,Friend_12,Friend,Casual Hangout,82,7,6,2025-01-18 06:08:46,Saturday,58,Evening,12PM-3PM,0.66,9,5,Afternoon
User_1,Family_15,Family,Text,6,4,6,2024-09-11 08:39:46,Wednesday,27,Afternoon,12PM-3PM,0.93,6,3,Morning
User_1,Work_2,Work,Call,95,3,4,2024-12-09 02:47:46,Monday,7,Afternoon,7AM-10AM,0.68,4,1,Afternoon
User_1,Work_12,Work,Email,7,2,1,2025-02-16 15:44:46,Sunday,6,Night,7AM-10AM,0.52,9,1,Night
User_1,Friend_12,Friend,Casual Hangout,39,4,3,2024-12-31 03:31:46,Tuesday,34,Morning,9PM-12AM,0.81,4,3,Morning
User_1,Work_2,Work,Email,4,6,6,2024-11-01 01:27:46,Friday,8,Evening,12PM-3PM,0.74,6,1,Morning
User_1,Friend_9,Friend,Call,97,4,3,2025-02-06 05:22:46,Thursday,24,Night,5PM-9PM,0.23,2,2,Night
User_1,Work_9,Work,Call,81,9,9,2024-09-29 20:51:46,Sunday,4,Night,5PM-9PM,0.15,9,1,Night
User_1,Work_14,Work,Call,61,8,9,2024-12-21 08:09:46,Saturday,1,Night,9PM-12AM,0.85,9,1,Night
User_1,Family_11,Family,Call,66,1,2,2025-01-19 19:39:46,Sunday,51,Afternoon,12PM-3PM,0.16,8,5,Afternoon
User_1,Friend_4,Friend,Text,6,7,8,2024-12-04 21:03:46,Wednesday,21,Morning,9PM-12AM,0.85,1,2,Morning
User_1,Friend_11,Friend,Call,98,8,7,2024-11-29 04:19:46,Friday,2,Afternoon,5PM-9PM,0.24,10,1,Afternoon
User_1,Family_15,Family,Family Meetup,25,10,10,2025-01-01 21:23:46,Wednesday,32,Night,7AM-10AM,0.81,8,3,Night
User_1,Friend_3,Friend,Gaming Session,80,6,6,2024-09-09 02:16:46,Monday,44,Morning,5PM-9PM,0.38,5,4,Night
User_1,Friend_2,Friend,Casual Hangout,47,1,1,2024-09-18 01:41:46,Wednesday,51,Night,12PM-3PM,0.44,1,5,Night
User_1,Family_3,Family,Video Call,114,10,9,2024-11-30 08:31:46,Saturday,57,Morning,12PM-3PM,0.93,9,5,Night
User_1,Family_16,Family,Video Call,90,8,9,2024-12-03 17:38:46,Tuesday,54,Night,12PM-3PM,0.42,3,5,Night
User_1,Work_10,Work,Call,76,8,7,2025-02-09 20:24:46,Sunday,24,Evening,5PM-9PM,0.36,10,2,Evening
User_1,Family_7,Family,Call,90,8,8,2025-02-16 15:35:46,Sunday,19,Afternoon,12PM-3PM,0.58,6,2,Afternoon
User_1,Family_7,Family,Video Call,116,4,3,2024-12-03 22:21:46,Tuesday,10,Night,9PM-12AM,0.88,6,1,Night
User_1,Family_2,Family,Text,2,1,3,2024-10-23 17:06:46,Wednesday,7,Night,12PM-3PM,0.35,10,1,Morning
User_1,Friend_7,Friend,Text,10,5,4,2024-11-09 13:52:46,Saturday,39,Night,9PM-12AM,0.1,8,4,Night
User_1,Friend_1,Friend,Gaming Session,93,5,6,2024-09-03 13:42:46,Tuesday,54,Morning,12PM-3PM,0.11,8,5,Morning
